round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
12,pre_cone_012_1786750740,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_012/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_012/gazebo_world_state.log,10058691,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_012/gazebo_world_recording.json,90.0,106.186,2026-08-15T07:39:00+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_012,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_012/roslaunch.log
13,pre_cone_013_1786750858,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_013/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_013/gazebo_world_state.log,11655607,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_013/gazebo_world_recording.json,90.0,111.717,2026-08-15T07:40:58+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_013,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_013/roslaunch.log
14,pre_cone_014_1786750985,food,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_014/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_014/gazebo_world_state.log,13713636,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_014/gazebo_world_recording.json,90.0,155.284,2026-08-15T07:43:05+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_014,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_014/roslaunch.log
15,pre_cone_015_1786751158,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_015/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_015/gazebo_world_state.log,11404352,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_015/gazebo_world_recording.json,90.0,107.973,2026-08-15T07:45:58+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_015,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_015/roslaunch.log
16,pre_cone_016_1786751278,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_016/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_016/gazebo_world_state.log,13324229,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_016/gazebo_world_recording.json,90.0,121.187,2026-08-15T07:47:58+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_016,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_016/roslaunch.log
17,pre_cone_017_1786751413,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_017/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_017/gazebo_world_state.log,13293537,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_017/gazebo_world_recording.json,90.0,120.41,2026-08-15T07:50:13+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_017,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_017/roslaunch.log
18,pre_cone_018_1786751549,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_018/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_018/gazebo_world_state.log,11695973,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_018/gazebo_world_recording.json,90.0,117.54,2026-08-15T07:52:29+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_018,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_018/roslaunch.log
19,pre_cone_019_1786751678,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,13,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_019/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_019/gazebo_world_state.log,14703454,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_019/gazebo_world_recording.json,90.0,133.129,2026-08-15T07:54:38+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_019,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_019/roslaunch.log
20,pre_cone_020_1786751829,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_020/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_020/gazebo_world_state.log,10149691,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_020/gazebo_world_recording.json,90.0,110.775,2026-08-15T07:57:09+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_020,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_020/roslaunch.log
21,pre_cone_021_1786751951,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_021/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_021/gazebo_world_state.log,19218966,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_021/gazebo_world_recording.json,90.0,154.326,2026-08-15T07:59:11+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_021,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_021/roslaunch.log
22,pre_cone_022_1786752123,daily,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,waypoint 7/30: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_022/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_022/gazebo_world_state.log,15650669,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_022/gazebo_world_recording.json,90.0,144.563,2026-08-15T08:02:03+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_022,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_022/roslaunch.log
23,pre_cone_023_1786752286,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_023/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_023/gazebo_world_state.log,11968621,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_023/gazebo_world_recording.json,90.0,116.948,2026-08-15T08:04:46+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_023,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_023/roslaunch.log
24,pre_cone_024_1786752414,food,36,36,0,True,correct,False,False,,True,object_grasped,14,13,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_024/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_024/gazebo_world_state.log,12436587,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_024/gazebo_world_recording.json,90.0,118.568,2026-08-15T08:06:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_024,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_024/roslaunch.log
25,pre_cone_025_1786752548,food,35,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,waypoint 19/30: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_025/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_025/gazebo_world_state.log,15178941,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_025/gazebo_world_recording.json,90.0,135.217,2026-08-15T08:09:08+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_025,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_025/roslaunch.log
26,pre_cone_026_1786752698,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_026/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_026/gazebo_world_state.log,10382371,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_026/gazebo_world_recording.json,90.0,102.571,2026-08-15T08:11:38+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_026,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_026/roslaunch.log
27,pre_cone_027_1786752815,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_027/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_027/gazebo_world_state.log,13159595,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_027/gazebo_world_recording.json,90.0,123.043,2026-08-15T08:13:35+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_027,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_027/roslaunch.log
28,pre_cone_028_1786752953,electronics,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_028/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_028/gazebo_world_state.log,15869621,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_028/gazebo_world_recording.json,90.0,159.478,2026-08-15T08:15:53+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_028,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_028/roslaunch.log
29,pre_cone_029_1786753130,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_029/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_029/gazebo_world_state.log,11370355,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_029/gazebo_world_recording.json,90.0,119.692,2026-08-15T08:18:50+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_029,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_029/roslaunch.log
30,pre_cone_030_1786753261,electronics,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_030/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_030/gazebo_world_state.log,14216633,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_030/gazebo_world_recording.json,90.0,147.94,2026-08-15T08:21:01+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_030,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_030/roslaunch.log
31,pre_cone_031_1786753427,food,35,35,0,True,correct,False,True,alignment_failed,False,task_failed,250,250,11,"seq35 requested 0.250m correction, above 0.250m limit",complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_031/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_031/gazebo_world_state.log,14019931,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_031/gazebo_world_recording.json,90.0,127.86,2026-08-15T08:23:47+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_031,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_031/roslaunch.log
