round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
32,pre_cone_032_1786753570,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_032/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_032/gazebo_world_state.log,12022240,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_032/gazebo_world_recording.json,90.0,111.012,2026-08-15T08:26:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_032,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_032/roslaunch.log
33,pre_cone_033_1786753695,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_033/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_033/gazebo_world_state.log,12678177,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_033/gazebo_world_recording.json,90.0,117.62,2026-08-15T08:28:15+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_033,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_033/roslaunch.log
34,pre_cone_034_1786753825,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_034/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_034/gazebo_world_state.log,13081363,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_034/gazebo_world_recording.json,90.0,123.074,2026-08-15T08:30:25+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_034,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_034/roslaunch.log
35,pre_cone_035_1786753963,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_035/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_035/gazebo_world_state.log,12179077,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_035/gazebo_world_recording.json,90.0,116.202,2026-08-15T08:32:43+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_035,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_035/roslaunch.log
36,pre_cone_036_1786754094,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_036/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_036/gazebo_world_state.log,13780469,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_036/gazebo_world_recording.json,90.0,128.412,2026-08-15T08:34:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_036,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_036/roslaunch.log
37,pre_cone_037_1786754237,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_037/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_037/gazebo_world_state.log,30634767,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_037/gazebo_world_recording.json,90.0,196.635,2026-08-15T08:37:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_037,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_037/roslaunch.log
38,pre_cone_038_1786754454,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_038/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_038/gazebo_world_state.log,12886585,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_038/gazebo_world_recording.json,90.0,122.674,2026-08-15T08:40:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_038,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_038/roslaunch.log
39,pre_cone_039_1786754591,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_039/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_039/gazebo_world_state.log,9472668,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_039/gazebo_world_recording.json,90.0,98.944,2026-08-15T08:43:11+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_039,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_039/roslaunch.log
40,pre_cone_040_1786754702,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_040/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_040/gazebo_world_state.log,11658250,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_040/gazebo_world_recording.json,90.0,109.58,2026-08-15T08:45:02+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_040,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_040/roslaunch.log
41,pre_cone_041_1786754826,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_041/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_041/gazebo_world_state.log,11357931,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_041/gazebo_world_recording.json,90.0,107.902,2026-08-15T08:47:06+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_041,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_041/roslaunch.log
42,pre_cone_042_1786754946,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_042/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_042/gazebo_world_state.log,11074081,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_042/gazebo_world_recording.json,90.0,111.736,2026-08-15T08:49:06+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_042,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_042/roslaunch.log
43,pre_cone_043_1786755073,electronics,37,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_043/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_043/gazebo_world_state.log,16448271,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_043/gazebo_world_recording.json,90.0,163.548,2026-08-15T08:51:13+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_043,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_043/roslaunch.log
44,pre_cone_044_1786755254,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_044/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_044/gazebo_world_state.log,9193237,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_044/gazebo_world_recording.json,90.0,97.855,2026-08-15T08:54:14+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_044,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_044/roslaunch.log
45,pre_cone_045_1786755364,daily,35,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,waypoint 19/30: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_045/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_045/gazebo_world_state.log,15816181,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_045/gazebo_world_recording.json,90.0,132.687,2026-08-15T08:56:04+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_045,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_045/roslaunch.log
46,pre_cone_046_1786755511,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_046/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_046/gazebo_world_state.log,10805369,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_046/gazebo_world_recording.json,90.0,109.846,2026-08-15T08:58:31+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_046,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_046/roslaunch.log
47,pre_cone_047_1786755636,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_047/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_047/gazebo_world_state.log,13807689,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_047/gazebo_world_recording.json,90.0,120.379,2026-08-15T09:00:36+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_047,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_047/roslaunch.log
48,pre_cone_048_1786755771,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_048/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_048/gazebo_world_state.log,9380849,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_048/gazebo_world_recording.json,90.0,98.215,2026-08-15T09:02:51+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_048,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_048/roslaunch.log
49,pre_cone_049_1786755881,electronics,35,,,False,no_target_selected,True,True,no_task_progress,False,task_failed,250,250,8,waypoint 18/30: task was preempted,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_049/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_049/gazebo_world_state.log,17125125,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_049/gazebo_world_recording.json,90.0,156.29,2026-08-15T09:04:41+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_049,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_049/roslaunch.log
50,pre_cone_050_1786756055,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_050/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_050/gazebo_world_state.log,11721315,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_050/gazebo_world_recording.json,90.0,107.311,2026-08-15T09:07:35+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_050,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_050/roslaunch.log
51,pre_cone_051_1786756174,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_051/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_051/gazebo_world_state.log,10598317,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_051/gazebo_world_recording.json,90.0,105.713,2026-08-15T09:09:34+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_051,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_051/roslaunch.log
52,pre_cone_052_1786756291,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_052/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_052/gazebo_world_state.log,11881969,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_052/gazebo_world_recording.json,90.0,113.429,2026-08-15T09:11:31+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_052,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_052/roslaunch.log
53,pre_cone_053_1786756420,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_053/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_053/gazebo_world_state.log,9822537,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_053/gazebo_world_recording.json,90.0,98.456,2026-08-15T09:13:40+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_053,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_053/roslaunch.log
54,pre_cone_054_1786756530,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_054/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_054/gazebo_world_state.log,9151619,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_054/gazebo_world_recording.json,90.0,100.143,2026-08-15T09:15:30+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_054,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_054/roslaunch.log
55,pre_cone_055_1786756642,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_055/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_055/gazebo_world_state.log,10910399,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_055/gazebo_world_recording.json,90.0,104.455,2026-08-15T09:17:22+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_055,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_055/roslaunch.log
56,pre_cone_056_1786756761,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_056/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_056/gazebo_world_state.log,13650413,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_056/gazebo_world_recording.json,90.0,127.952,2026-08-15T09:19:21+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_056,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_056/roslaunch.log
57,pre_cone_057_1786756904,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_057/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_057/gazebo_world_state.log,9474296,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_057/gazebo_world_recording.json,90.0,100.689,2026-08-15T09:21:44+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_057,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_057/roslaunch.log
58,pre_cone_058_1786757016,daily,37,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_058/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_058/gazebo_world_state.log,12030512,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_058/gazebo_world_recording.json,90.0,155.277,2026-08-15T09:23:36+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_058,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_058/roslaunch.log
59,pre_cone_059_1786757189,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_059/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_059/gazebo_world_state.log,8799904,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_059/gazebo_world_recording.json,90.0,97.241,2026-08-15T09:26:29+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_059,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_059/roslaunch.log
60,pre_cone_060_1786757298,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_060/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_060/gazebo_world_state.log,12549019,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_060/gazebo_world_recording.json,90.0,124.44,2026-08-15T09:28:18+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_060,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_060/roslaunch.log
61,pre_cone_061_1786757437,daily,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_061/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_061/gazebo_world_state.log,15035655,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_061/gazebo_world_recording.json,90.0,155.303,2026-08-15T09:30:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_061,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_061/roslaunch.log
62,pre_cone_062_1786757610,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_062/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_062/gazebo_world_state.log,16283591,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_062/gazebo_world_recording.json,90.0,144.291,2026-08-15T09:33:30+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_062,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_062/roslaunch.log
63,pre_cone_063_1786757769,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_063/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_063/gazebo_world_state.log,13233484,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_063/gazebo_world_recording.json,90.0,120.892,2026-08-15T09:36:09+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_063,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_071632_seed18004573831578832316/round_063/roslaunch.log
