round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,performance_file,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
85,pre_cone_085_1786830100,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085/gazebo_world_state.log,11838339,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085/performance.json,90.0,128.448,2026-08-16T05:41:40+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_085/roslaunch.log
86,pre_cone_086_1786830243,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086/gazebo_world_state.log,10640087,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086/performance.json,90.0,109.944,2026-08-16T05:44:03+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_086/roslaunch.log
87,pre_cone_087_1786830365,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087/gazebo_world_state.log,11119991,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087/performance.json,90.0,115.736,2026-08-16T05:46:05+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_087/roslaunch.log
88,pre_cone_088_1786830495,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088/gazebo_world_state.log,9960897,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088/performance.json,90.0,107.725,2026-08-16T05:48:15+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_088/roslaunch.log
89,pre_cone_089_1786830618,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089/gazebo_world_state.log,10368808,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089/performance.json,90.0,122.231,2026-08-16T05:50:18+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_089/roslaunch.log
90,pre_cone_090_1786830752,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090/gazebo_world_state.log,9857103,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090/performance.json,90.0,112.801,2026-08-16T05:52:32+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_090/roslaunch.log
91,pre_cone_091_1786830882,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091/gazebo_world_state.log,10057429,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091/performance.json,90.0,110.913,2026-08-16T05:54:42+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_091/roslaunch.log
92,pre_cone_092_1786831006,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092/gazebo_world_state.log,9877128,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092/performance.json,90.0,101.5,2026-08-16T05:56:46+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_092/roslaunch.log
93,pre_cone_093_1786831125,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093/gazebo_world_state.log,10595187,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093/performance.json,90.0,117.846,2026-08-16T05:58:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_093/roslaunch.log
94,pre_cone_094_1786831257,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094/gazebo_world_state.log,11501975,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094/performance.json,90.0,127.972,2026-08-16T06:00:57+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_094/roslaunch.log
95,pre_cone_095_1786831406,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095/gazebo_world_state.log,9700577,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095/performance.json,90.0,109.038,2026-08-16T06:03:26+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_095/roslaunch.log
96,pre_cone_096_1786831528,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096/gazebo_world_state.log,10511939,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096/performance.json,90.0,115.604,2026-08-16T06:05:28+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_096/roslaunch.log
97,pre_cone_097_1786831661,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097/gazebo_world_state.log,10244141,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097/performance.json,90.0,113.726,2026-08-16T06:07:41+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_097/roslaunch.log
98,pre_cone_098_1786831789,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098/gazebo_world_state.log,10679041,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098/performance.json,90.0,123.077,2026-08-16T06:09:49+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_098/roslaunch.log
99,pre_cone_099_1786831929,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099/gazebo_world_state.log,10565265,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099/performance.json,90.0,110.881,2026-08-16T06:12:09+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_099/roslaunch.log
100,pre_cone_100_1786832057,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100/gazebo_world_state.log,12311123,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100/performance.json,90.0,136.675,2026-08-16T06:14:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_100/roslaunch.log
