round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,performance_file,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
57,pre_cone_057_1786826194,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057/gazebo_world_state.log,10332277,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057/performance.json,90.0,112.878,2026-08-16T04:36:34+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_057/roslaunch.log
58,pre_cone_058_1786826322,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058/gazebo_world_state.log,9553819,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058/performance.json,90.0,110.091,2026-08-16T04:38:42+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_058/roslaunch.log
59,pre_cone_059_1786826443,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059/gazebo_world_state.log,11573553,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059/performance.json,90.0,132.237,2026-08-16T04:40:43+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_059/roslaunch.log
60,pre_cone_060_1786826590,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060/gazebo_world_state.log,14450219,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060/performance.json,90.0,139.901,2026-08-16T04:43:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_060/roslaunch.log
61,pre_cone_061_1786826748,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061/gazebo_world_state.log,10718911,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061/performance.json,90.0,119.887,2026-08-16T04:45:48+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_061/roslaunch.log
62,pre_cone_062_1786826880,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062/gazebo_world_state.log,9908656,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062/performance.json,90.0,112.175,2026-08-16T04:48:00+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_062/roslaunch.log
63,pre_cone_063_1786827007,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063/gazebo_world_state.log,9855435,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063/performance.json,90.0,121.492,2026-08-16T04:50:07+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_063/roslaunch.log
64,pre_cone_064_1786827143,daily,36,,,False,no_target_selected,False,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base made no measurable progress,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064/gazebo_world_state.log,18287369,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064/performance.json,90.0,230.897,2026-08-16T04:52:23+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_064/roslaunch.log
65,pre_cone_065_1786827397,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065/gazebo_world_state.log,11346031,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065/performance.json,90.0,122.569,2026-08-16T04:56:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_065/roslaunch.log
66,pre_cone_066_1786827535,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066/gazebo_world_state.log,11197857,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066/performance.json,90.0,127.974,2026-08-16T04:58:55+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_066/roslaunch.log
67,pre_cone_067_1786827677,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067/gazebo_world_state.log,15735406,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067/performance.json,90.0,157.732,2026-08-16T05:01:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_067/roslaunch.log
68,pre_cone_068_1786827853,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068/gazebo_world_state.log,10015107,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068/performance.json,90.0,111.265,2026-08-16T05:04:13+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_068/roslaunch.log
69,pre_cone_069_1786827979,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069/gazebo_world_state.log,10812028,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069/performance.json,90.0,115.808,2026-08-16T05:06:19+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_069/roslaunch.log
70,pre_cone_070_1786828106,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070/gazebo_world_state.log,10749599,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070/performance.json,90.0,119.162,2026-08-16T05:08:26+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_070/roslaunch.log
71,pre_cone_071_1786828240,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071/gazebo_world_state.log,10643855,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071/performance.json,90.0,113.456,2026-08-16T05:10:40+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_071/roslaunch.log
72,pre_cone_072_1786828369,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072/gazebo_world_state.log,10600759,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072/performance.json,90.0,113.68,2026-08-16T05:12:49+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_072/roslaunch.log
73,pre_cone_073_1786828494,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073/gazebo_world_state.log,11316447,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073/performance.json,90.0,121.211,2026-08-16T05:14:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_073/roslaunch.log
74,pre_cone_074_1786828630,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074/gazebo_world_state.log,10569231,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074/performance.json,90.0,117.277,2026-08-16T05:17:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_074/roslaunch.log
75,pre_cone_075_1786828762,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075/gazebo_world_state.log,10777133,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075/performance.json,90.0,119.845,2026-08-16T05:19:22+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_075/roslaunch.log
76,pre_cone_076_1786828897,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076/gazebo_world_state.log,10586271,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076/performance.json,90.0,113.284,2026-08-16T05:21:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_076/roslaunch.log
77,pre_cone_077_1786829022,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077/gazebo_world_state.log,10778419,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077/performance.json,90.0,117.283,2026-08-16T05:23:42+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_077/roslaunch.log
78,pre_cone_078_1786829154,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078/gazebo_world_state.log,10961780,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078/performance.json,90.0,126.839,2026-08-16T05:25:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_078/roslaunch.log
79,pre_cone_079_1786829295,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079/gazebo_world_state.log,12516015,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079/performance.json,90.0,127.341,2026-08-16T05:28:15+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_079/roslaunch.log
80,pre_cone_080_1786829437,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080/gazebo_world_state.log,10683133,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080/performance.json,90.0,121.574,2026-08-16T05:30:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_080/roslaunch.log
81,pre_cone_081_1786829574,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081/gazebo_world_state.log,10413832,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081/performance.json,90.0,110.004,2026-08-16T05:32:54+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_081/roslaunch.log
82,pre_cone_082_1786829696,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082/gazebo_world_state.log,9824019,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082/performance.json,90.0,108.452,2026-08-16T05:34:56+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_082/roslaunch.log
83,pre_cone_083_1786829819,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083/gazebo_world_state.log,11524771,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083/performance.json,90.0,123.413,2026-08-16T05:36:59+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_083/roslaunch.log
84,pre_cone_084_1786829957,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084/gazebo_world_state.log,11180157,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084/performance.json,90.0,128.318,2026-08-16T05:39:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_084/roslaunch.log
