round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
11,pre_cone_011_1786793446,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_011/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_011/gazebo_world_state.log,10629430,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_011/gazebo_world_recording.json,90.0,125.983,2026-08-15T19:30:46+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_011,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_011/roslaunch.log
12,pre_cone_012_1786793587,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_012/cube_scene.json,start_failed,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_012/gazebo_world_state.log,0,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_012/gazebo_world_recording.json,90.0,112.538,2026-08-15T19:33:07+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_012,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_012/roslaunch.log
13,pre_cone_013_1786794891,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_013/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_013/gazebo_world_state.log,11595773,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_013/gazebo_world_recording.json,90.0,129.072,2026-08-15T19:54:51+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_013,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_013/roslaunch.log
14,pre_cone_014_1786795035,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_014/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_014/gazebo_world_state.log,8635061,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_014/gazebo_world_recording.json,90.0,113.188,2026-08-15T19:57:15+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_014,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_014/roslaunch.log
15,pre_cone_015_1786795163,electronics,36,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_015/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_015/gazebo_world_state.log,11427831,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_015/gazebo_world_recording.json,90.0,168.141,2026-08-15T19:59:23+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_015,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_015/roslaunch.log
16,pre_cone_016_1786795349,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_016/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_016/gazebo_world_state.log,12512635,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_016/gazebo_world_recording.json,90.0,143.926,2026-08-15T20:02:29+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_016,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_016/roslaunch.log
17,pre_cone_017_1786795505,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_017/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_017/gazebo_world_state.log,8422567,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_017/gazebo_world_recording.json,90.0,116.308,2026-08-15T20:05:05+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_017,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_017/roslaunch.log
18,pre_cone_018_1786795636,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_018/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_018/gazebo_world_state.log,10111484,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_018/gazebo_world_recording.json,90.0,135.31,2026-08-15T20:07:16+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_018,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_018/roslaunch.log
19,pre_cone_019_1786795786,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,13,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_019/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_019/gazebo_world_state.log,9733725,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_019/gazebo_world_recording.json,90.0,128.22,2026-08-15T20:09:46+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_019,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_019/roslaunch.log
20,pre_cone_020_1786795924,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_020/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_020/gazebo_world_state.log,7868693,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_020/gazebo_world_recording.json,90.0,111.519,2026-08-15T20:12:04+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_020,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_020/roslaunch.log
21,pre_cone_021_1786796053,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_021/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_021/gazebo_world_state.log,10805530,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_021/gazebo_world_recording.json,90.0,137.374,2026-08-15T20:14:13+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_021,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_021/roslaunch.log
22,pre_cone_022_1786796205,daily,37,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_022/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_022/gazebo_world_state.log,8848841,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_022/gazebo_world_recording.json,90.0,184.666,2026-08-15T20:16:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_022,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_022/roslaunch.log
23,pre_cone_023_1786796410,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_023/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_023/gazebo_world_state.log,11502994,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_023/gazebo_world_recording.json,90.0,147.025,2026-08-15T20:20:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_023,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_023/roslaunch.log
24,pre_cone_024_1786796575,food,36,36,0,True,correct,False,False,,False,task_failed,250,250,13,fixed grasp pose is not inside the cube grasp window,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_024/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_024/gazebo_world_state.log,8452967,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_024/gazebo_world_recording.json,90.0,138.789,2026-08-15T20:22:55+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_024,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_024/roslaunch.log
25,pre_cone_025_1786796726,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_025/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_025/gazebo_world_state.log,11173261,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_025/gazebo_world_recording.json,90.0,153.024,2026-08-15T20:25:26+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_025,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_025/roslaunch.log
26,pre_cone_026_1786796893,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_026/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_026/gazebo_world_state.log,11658367,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_026/gazebo_world_recording.json,90.0,169.468,2026-08-15T20:28:13+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_026,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_026/roslaunch.log
27,pre_cone_027_1786797081,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_027/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_027/gazebo_world_state.log,7574280,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_027/gazebo_world_recording.json,90.0,137.542,2026-08-15T20:31:21+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_027,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_027/roslaunch.log
28,pre_cone_028_1786797237,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_028/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_028/gazebo_world_state.log,7802878,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_028/gazebo_world_recording.json,90.0,143.048,2026-08-15T20:33:57+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_028,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_028/roslaunch.log
29,pre_cone_029_1786797388,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_029/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_029/gazebo_world_state.log,9732671,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_029/gazebo_world_recording.json,90.0,144.556,2026-08-15T20:36:28+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_029,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_029/roslaunch.log
30,pre_cone_030_1786797554,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_030/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_030/gazebo_world_state.log,11145758,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_030/gazebo_world_recording.json,90.0,162.983,2026-08-15T20:39:14+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_030,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_030/roslaunch.log
31,pre_cone_031_1786797735,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_031/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_031/gazebo_world_state.log,7879133,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_031/gazebo_world_recording.json,90.0,127.384,2026-08-15T20:42:15+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_031,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_031/roslaunch.log
32,pre_cone_032_1786797877,food,37,,,False,no_target_selected,True,True,navigation_aborted,False,task_failed,250,250,7,navigating to requested pose failed: move_base finished with state 4,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_032/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_032/gazebo_world_state.log,13497579,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_032/gazebo_world_recording.json,90.0,199.38,2026-08-15T20:44:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_032,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_190747_seed11950031595067970/round_032/roslaunch.log
