round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
11,pre_cone_011_1786800529,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_011/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_011/gazebo_world_state.log,8959241,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_011/gazebo_world_recording.json,90.0,131.167,2026-08-15T21:28:49+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_011,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_011/roslaunch.log
12,pre_cone_012_1786800674,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_012/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_012/gazebo_world_state.log,8177711,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_012/gazebo_world_recording.json,90.0,125.798,2026-08-15T21:31:14+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_012,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_012/roslaunch.log
13,pre_cone_013_1786800813,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,13,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_013/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_013/gazebo_world_state.log,9379679,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_013/gazebo_world_recording.json,90.0,142.086,2026-08-15T21:33:33+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_013,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_013/roslaunch.log
14,pre_cone_014_1786800970,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_014/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_014/gazebo_world_state.log,9374754,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_014/gazebo_world_recording.json,90.0,141.374,2026-08-15T21:36:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_014,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_014/roslaunch.log
15,pre_cone_015_1786801129,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_015/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_015/gazebo_world_state.log,9665437,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_015/gazebo_world_recording.json,90.0,140.517,2026-08-15T21:38:49+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_015,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_015/roslaunch.log
16,pre_cone_016_1786801284,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_016/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_016/gazebo_world_state.log,9890917,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_016/gazebo_world_recording.json,90.0,138.64,2026-08-15T21:41:24+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_016,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_016/roslaunch.log
17,pre_cone_017_1786801440,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_017/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_017/gazebo_world_state.log,8824223,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_017/gazebo_world_recording.json,90.0,142.38,2026-08-15T21:44:00+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_017,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_017/roslaunch.log
18,pre_cone_018_1786801598,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_018/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_018/gazebo_world_state.log,8946956,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_018/gazebo_world_recording.json,90.0,138.594,2026-08-15T21:46:38+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_018,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_018/roslaunch.log
19,pre_cone_019_1786801749,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_019/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_019/gazebo_world_state.log,10628989,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_019/gazebo_world_recording.json,90.0,160.882,2026-08-15T21:49:09+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_019,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_019/roslaunch.log
20,pre_cone_020_1786801930,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_020/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_020/gazebo_world_state.log,8198063,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_020/gazebo_world_recording.json,90.0,117.093,2026-08-15T21:52:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_020,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_020/roslaunch.log
21,pre_cone_021_1786802057,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_021/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_021/gazebo_world_state.log,9707317,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_021/gazebo_world_recording.json,90.0,136.518,2026-08-15T21:54:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_021,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_021/roslaunch.log
22,pre_cone_022_1786802208,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_022/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_022/gazebo_world_state.log,7575527,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_022/gazebo_world_recording.json,90.0,126.309,2026-08-15T21:56:48+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_022,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_022/roslaunch.log
23,pre_cone_023_1786802349,electronics,35,,,False,no_target_selected,True,True,no_task_progress,False,task_failed,250,250,8,waypoint 8/30: task was preempted,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_023/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_023/gazebo_world_state.log,16808563,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_023/gazebo_world_recording.json,90.0,161.978,2026-08-15T21:59:09+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_023,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_023/roslaunch.log
24,pre_cone_024_1786802532,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_024/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_024/gazebo_world_state.log,8852889,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_024/gazebo_world_recording.json,90.0,134.977,2026-08-15T22:02:12+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_024,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_024/roslaunch.log
25,pre_cone_025_1786802682,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_025/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_025/gazebo_world_state.log,9011637,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_025/gazebo_world_recording.json,90.0,142.305,2026-08-15T22:04:42+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_025,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_025/roslaunch.log
26,pre_cone_026_1786802839,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_026/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_026/gazebo_world_state.log,7895210,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_026/gazebo_world_recording.json,90.0,130.572,2026-08-15T22:07:19+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_026,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_026/roslaunch.log
27,pre_cone_027_1786802985,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_027/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_027/gazebo_world_state.log,8271185,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_027/gazebo_world_recording.json,90.0,122.539,2026-08-15T22:09:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_027,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_027/roslaunch.log
28,pre_cone_028_1786803122,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_028/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_028/gazebo_world_state.log,8825291,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_028/gazebo_world_recording.json,90.0,122.962,2026-08-15T22:12:02+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_028,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_028/roslaunch.log
29,pre_cone_029_1786803257,food,35,,,False,no_target_selected,True,False,,False,task_failed,250,250,12,arm did not reach seq35 primary observation pose,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_029/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_029/gazebo_world_state.log,18675227,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_029/gazebo_world_recording.json,90.0,244.992,2026-08-15T22:14:17+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_029,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_029/roslaunch.log
30,pre_cone_030_1786803525,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_030/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_030/gazebo_world_state.log,8967651,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_030/gazebo_world_recording.json,90.0,148.58,2026-08-15T22:18:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_030,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_030/roslaunch.log
31,pre_cone_031_1786803694,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_031/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_031/gazebo_world_state.log,7571525,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_031/gazebo_world_recording.json,90.0,124.302,2026-08-15T22:21:34+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_031,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260815_210500_seed7694522871009289374/round_031/roslaunch.log
